GHCN_DIN;DATE;PRCP;SNOW;TMAX;TMIN;NAME;COORD;ELEVATION;COUNTRY_CODE
USW00094290;2015-12-29;0.0;0.0;6.1;0.6;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-12-31;0.0;0.0;6.7;-1.6;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-01-31;0.0;0.0;7.2;2.2;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-02-02;66.0;0.0;11.7;6.1;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-02-13;3.0;0.0;14.4;6.7;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-02-14;3.0;0.0;14.4;4.4;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-02-19;10.0;0.0;10.6;6.1;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-02-20;5.0;0.0;11.1;7.2;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-03-13;23.0;0.0;17.2;8.3;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-03-31;175.0;0.0;11.7;5.0;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-04-02;28.0;0.0;13.9;5.6;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-04-20;0.0;0.0;22.2;6.7;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-04-29;5.0;0.0;17.8;8.3;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-05-05;145.0;0.0;15.0;7.2;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-05-08;0.0;0.0;21.7;7.8;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-05-12;30.0;0.0;16.7;11.1;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-05-25;0.0;0.0;16.1;11.7;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-05-31;0.0;0.0;23.9;12.2;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-06-01;23.0;0.0;16.7;12.8;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-06-07;0.0;0.0;28.3;15.6;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-06-09;0.0;0.0;28.3;13.3;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-06-25;0.0;0.0;30.0;13.9;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-06-27;0.0;0.0;32.2;17.2;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-07-04;0.0;0.0;32.2;16.1;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-07-29;0.0;0.0;30.6;15.0;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-08-16;0.0;0.0;24.4;13.3;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-08-29;325.0;0.0;23.3;13.9;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-09-02;0.0;0.0;20.0;11.7;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-09-08;0.0;0.0;23.3;12.8;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-09-12;0.0;0.0;26.7;12.8;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-09-14;0.0;0.0;17.2;10.0;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-09-16;15.0;0.0;20.6;10.0;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-10-01;0.0;0.0;21.7;8.9;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-10-12;38.0;0.0;18.3;11.1;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-10-17;8.0;0.0;18.9;11.7;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-10-30;160.0;0.0;18.9;11.7;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-10-31;124.0;0.0;16.1;12.2;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-11-12;43.0;0.0;11.1;6.7;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-11-17;114.0;0.0;14.4;5.6;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-11-18;28.0;0.0;10.0;4.4;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-11-23;58.0;0.0;6.7;0.0;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-11-29;0.0;0.0;3.3;-2.1;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-12-10;198.0;0.0;12.2;6.7;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-12-11;3.0;0.0;9.4;5.6;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-12-17;168.0;0.0;7.8;3.3;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-01-04;51.0;0.0;11.1;3.9;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-01-19;0.0;0.0;11.1;4.4;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-01-22;13.0;0.0;8.9;6.1;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-01-23;30.0;0.0;12.8;8.3;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-01-25;0.0;0.0;16.7;7.8;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-02-06;178.0;0.0;12.8;8.9;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-02-16;0.0;0.0;13.3;5.6;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-02-28;0.0;0.0;12.8;3.3;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-03-03;0.0;0.0;11.7;-0.5;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-03-08;0.0;0.0;18.3;3.9;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-03-17;5.0;0.0;16.7;5.0;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-03-18;0.0;0.0;16.7;7.2;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-03-25;53.0;0.0;13.9;7.8;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-03-28;0.0;0.0;16.7;9.4;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-04-07;0.0;0.0;15.0;6.7;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-04-19;0.0;0.0;20.0;6.7;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-05-01;0.0;0.0;17.8;10.0;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-05-02;0.0;0.0;17.2;6.1;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-05-03;0.0;0.0;19.4;5.6;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-05-04;0.0;0.0;17.8;5.6;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-05-07;0.0;0.0;19.4;5.0;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-05-17;0.0;0.0;20.0;11.7;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-06-14;0.0;0.0;26.1;10.0;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-06-15;0.0;0.0;27.8;12.2;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-06-18;3.0;0.0;24.4;13.9;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-07-06;0.0;0.0;30.6;17.2;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-07-08;0.0;0.0;29.4;15.0;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-07-11;0.0;0.0;22.8;17.2;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-07-12;0.0;0.0;26.7;17.2;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-07-13;0.0;0.0;25.6;16.1;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-07-24;13.0;0.0;25.0;12.8;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-07-27;0.0;0.0;23.9;12.8;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-07-31;0.0;0.0;32.2;15.6;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-08-19;0.0;0.0;31.7;15.0;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-08-27;0.0;0.0;28.9;14.4;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-09-01;33.0;0.0;18.3;15.0;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-09-10;0.0;0.0;24.4;14.4;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-09-17;97.0;0.0;17.2;12.8;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-09-19;0.0;0.0;22.2;15.0;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-09-26;0.0;0.0;17.8;8.3;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-10-19;3.0;0.0;18.9;13.3;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-11-02;53.0;0.0;12.8;4.4;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-11-07;155.0;0.0;12.2;9.4;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-11-24;64.0;0.0;8.3;3.9;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-11-28;0.0;0.0;8.3;-2.7;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-11-30;3.0;0.0;6.1;-2.7;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-12-02;13.0;0.0;11.1;5.0;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-12-09;61.0;0.0;12.8;7.2;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-12-20;48.0;0.0;7.8;5.6;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-12-22;43.0;0.0;7.2;3.3;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-12-23;10.0;0.0;6.1;3.9;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-12-24;71.0;0.0;5.6;2.8;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-12-30;0.0;0.0;5.6;-1.0;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-01-01;0.0;0.0;7.2;-2.1;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-01-03;5.0;0.0;5.6;2.2;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-01-08;0.0;0.0;7.2;1.7;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-01-11;13.0;0.0;8.9;7.2;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-02-03;18.0;0.0;9.4;6.7;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-02-10;15.0;0.0;13.3;7.8;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-02-15;0.0;0.0;12.8;3.3;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-02-18;0.0;0.0;12.8;2.2;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-02-21;0.0;0.0;12.8;4.4;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-02-25;10.0;0.0;10.0;5.6;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-02-26;48.0;0.0;11.7;7.2;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-03-05;0.0;0.0;14.4;2.2;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-03-21;10.0;0.0;14.4;8.3;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-03-29;0.0;0.0;15.6;9.4;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-04-04;0.0;0.0;13.9;5.0;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-04-15;0.0;0.0;15.0;3.3;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-04-25;0.0;0.0;14.4;5.6;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-04-30;0.0;0.0;16.7;9.4;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-05-09;0.0;0.0;25.0;8.9;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-05-16;0.0;0.0;15.6;11.7;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-05-18;0.0;0.0;22.8;10.6;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-05-21;0.0;0.0;25.6;12.8;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-05-23;3.0;0.0;16.7;12.2;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-05-30;0.0;0.0;21.7;10.6;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-06-08;0.0;0.0;28.3;15.6;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-06-13;0.0;0.0;23.3;8.9;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-06-30;0.0;0.0;30.0;16.1;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-07-02;0.0;0.0;33.3;17.8;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-07-09;0.0;0.0;30.0;15.6;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-07-10;0.0;0.0;22.2;17.2;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-08-02;0.0;0.0;30.6;16.1;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-09-04;0.0;0.0;18.3;9.4;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-09-13;25.0;0.0;18.9;14.4;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-09-29;0.0;0.0;23.3;8.3;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-09-30;0.0;0.0;17.8;8.3;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-10-09;5.0;0.0;18.9;12.2;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-10-11;0.0;0.0;18.9;11.7;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-10-13;8.0;0.0;16.1;8.9;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-10-16;0.0;0.0;21.7;7.8;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-10-27;0.0;0.0;17.8;7.8;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-12-05;196.0;0.0;10.0;6.7;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-12-06;165.0;0.0;12.8;7.8;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-12-16;3.0;0.0;6.7;1.7;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2015-12-25;23.0;0.0;5.0;2.8;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2017-06-21;0.0;0.0;20.0;11.1;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2017-07-08;0.0;0.0;26.7;13.3;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2017-08-04;0.0;0.0;33.3;16.1;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2017-08-05;0.0;0.0;27.8;15.0;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2017-08-11;0.0;0.0;28.3;15.6;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2017-10-04;0.0;0.0;21.7;6.7;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2017-10-15;0.0;0.0;18.3;6.1;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2017-10-26;0.0;0.0;15.6;8.9;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2017-10-27;0.0;0.0;18.9;7.2;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2017-10-20;18.0;0.0;12.2;8.3;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2017-10-22;0.0;0.0;15.6;11.1;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2017-11-06;0.0;0.0;9.4;1.7;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2017-11-07;0.0;0.0;8.9;1.1;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2017-11-05;119.0;0.0;4.4;2.2;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2016-01-08;0.0;0.0;9.4;1.7;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2016-01-18;18.0;0.0;12.2;5.6;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2016-01-24;13.0;0.0;10.6;2.8;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2016-02-05;30.0;0.0;11.7;4.4;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2016-02-08;0.0;0.0;15.6;3.9;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2016-02-10;38.0;0.0;12.2;4.4;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2016-02-16;23.0;0.0;13.3;8.9;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2016-02-17;99.0;0.0;16.7;7.8;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2016-02-18;20.0;0.0;12.2;6.7;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2016-02-27;30.0;0.0;13.3;6.1;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2016-03-18;0.0;0.0;16.7;2.8;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2016-04-04;36.0;0.0;14.4;8.3;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2016-04-06;0.0;0.0;20.6;5.0;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2016-04-12;76.0;0.0;15.0;7.8;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2016-04-29;36.0;0.0;15.6;8.3;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2016-05-02;0.0;0.0;31.1;11.1;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2016-05-17;0.0;0.0;21.7;11.1;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2016-05-19;84.0;0.0;16.7;9.4;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2016-05-27;76.0;0.0;17.2;8.3;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2016-06-03;0.0;0.0;26.1;11.7;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2016-06-05;0.0;0.0;32.8;15.6;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2016-06-18;102.0;0.0;16.7;11.7;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2016-07-08;61.0;0.0;23.3;15.0;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2016-07-14;0.0;0.0;25.0;12.8;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2016-07-26;0.0;0.0;26.7;15.6;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2016-07-27;0.0;0.0;29.4;14.4;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2016-08-01;0.0;0.0;24.4;12.2;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2016-08-23;0.0;0.0;26.1;11.1;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2016-09-06;38.0;0.0;20.0;12.8;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2016-01-26;69.0;0.0;11.7;7.2;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2016-02-01;13.0;0.0;7.8;3.3;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2016-02-04;23.0;0.0;8.9;6.1;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2016-02-15;56.0;0.0;11.7;9.4;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2016-02-21;18.0;0.0;10.0;1.1;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2016-02-28;64.0;0.0;11.7;6.1;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2016-03-29;0.0;0.0;15.6;2.8;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2016-04-16;0.0;0.0;19.4;4.4;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2016-04-19;0.0;0.0;27.2;10.0;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2016-04-30;0.0;0.0;18.9;6.1;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2016-05-12;0.0;0.0;23.3;8.9;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2016-05-30;0.0;0.0;21.7;7.8;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2016-06-11;13.0;0.0;20.0;11.1;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2016-06-12;0.0;0.0;21.1;12.8;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2016-06-20;41.0;0.0;23.3;12.8;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2016-06-23;135.0;0.0;21.1;11.7;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2016-07-29;0.0;0.0;30.0;17.2;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2016-08-04;0.0;0.0;26.7;13.9;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2016-08-07;8.0;0.0;22.8;13.9;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2016-08-22;0.0;0.0;22.8;13.9;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2016-08-24;0.0;0.0;28.3;15.0;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2016-01-01;0.0;0.0;10.0;-0.5;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2016-01-03;3.0;0.0;5.0;-0.5;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2016-01-15;18.0;0.0;8.3;-0.5;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2016-01-16;135.0;0.0;12.2;5.6;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2016-01-27;198.0;0.0;12.2;8.3;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2016-02-13;43.0;0.0;10.0;6.7;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2016-02-19;81.0;0.0;10.0;5.6;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2016-03-01;160.0;0.0;12.2;6.1;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2016-03-16;5.0;0.0;11.7;3.3;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2016-03-19;0.0;0.0;16.7;7.2;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2016-03-27;124.0;0.0;10.6;4.4;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2016-03-28;3.0;0.0;12.8;3.3;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2016-03-31;0.0;0.0;21.7;6.7;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2016-04-01;0.0;0.0;21.7;7.8;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2016-04-05;0.0;0.0;13.3;7.8;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2016-04-08;0.0;0.0;22.8;8.9;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2016-04-09;0.0;0.0;18.9;6.1;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2016-04-10;0.0;0.0;16.1;8.3;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2016-04-13;5.0;0.0;14.4;7.8;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2016-04-14;25.0;0.0;15.0;6.7;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2016-05-03;0.0;0.0;23.3;12.8;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
USW00094290;2016-05-07;0.0;0.0;26.7;9.4;SEATTLE SAND PT WSFO;47.6872,122.2553;18.3;US
